@relation TestInstances

@attribute ID numeric
@attribute CUMULATIVE_CONTENT_CONSISTENCY numeric
@attribute AVG_CELL_LENGTH numeric
@attribute AVG_COLS numeric
@attribute AVG_ROWS numeric
@attribute RATIO_ALPHABETICAL numeric
@attribute STD_DEV_COLS numeric
@attribute MAX_COLS numeric
@attribute STD_DEV_ROWS numeric
@attribute LOCAL_AVG_LENGTH_COL_0 numeric
@attribute LOCAL_AVG_LENGTH_COL_1 numeric
@attribute LOCAL_AVG_LENGTH_COL_2 numeric
@attribute LOCAL_AVG_LENGTH_COL_3 numeric
@attribute LOCAL_AVG_LENGTH_COL_4 numeric
@attribute LOCAL_AVG_LENGTH_COL_5 numeric
@attribute LOCAL_AVG_LENGTH_ROW_0 numeric
@attribute LOCAL_AVG_LENGTH_ROW_1 numeric
@attribute LOCAL_AVG_LENGTH_ROW_2 numeric
@attribute LOCAL_AVG_LENGTH_ROW_3 numeric
@attribute LOCAL_AVG_LENGTH_ROW_4 numeric
@attribute LOCAL_AVG_LENGTH_ROW_5 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_1 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_2 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_3 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_4 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_5 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_1 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_2 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_3 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_4 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_5 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_0 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_1 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_2 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_3 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_4 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_5 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_0 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_1 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_2 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_3 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_4 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_5 numeric
@attribute LOCAL_RATIO_IMAGE_COL_0 numeric
@attribute LOCAL_RATIO_IMAGE_COL_1 numeric
@attribute LOCAL_RATIO_IMAGE_COL_2 numeric
@attribute LOCAL_RATIO_IMAGE_COL_3 numeric
@attribute LOCAL_RATIO_IMAGE_COL_4 numeric
@attribute LOCAL_RATIO_IMAGE_COL_5 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_0 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_1 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_2 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_3 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_4 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_5 numeric
@attribute LOCAL_RATIO_INPUT_COL_0 numeric
@attribute LOCAL_RATIO_INPUT_COL_1 numeric
@attribute LOCAL_RATIO_INPUT_COL_2 numeric
@attribute LOCAL_RATIO_INPUT_COL_3 numeric
@attribute LOCAL_RATIO_INPUT_COL_4 numeric
@attribute LOCAL_RATIO_INPUT_COL_5 numeric
@attribute LOCAL_RATIO_INPUT_ROW_0 numeric
@attribute LOCAL_RATIO_INPUT_ROW_1 numeric
@attribute LOCAL_RATIO_INPUT_ROW_2 numeric
@attribute LOCAL_RATIO_INPUT_ROW_3 numeric
@attribute LOCAL_RATIO_INPUT_ROW_4 numeric
@attribute LOCAL_RATIO_INPUT_ROW_5 numeric
@attribute LOCAL_RATIO_SELECT_COL_0 numeric
@attribute LOCAL_RATIO_SELECT_COL_1 numeric
@attribute LOCAL_RATIO_SELECT_COL_2 numeric
@attribute LOCAL_RATIO_SELECT_COL_3 numeric
@attribute LOCAL_RATIO_SELECT_COL_4 numeric
@attribute LOCAL_RATIO_SELECT_COL_5 numeric
@attribute LOCAL_RATIO_SELECT_ROW_0 numeric
@attribute LOCAL_RATIO_SELECT_ROW_1 numeric
@attribute LOCAL_RATIO_SELECT_ROW_2 numeric
@attribute LOCAL_RATIO_SELECT_ROW_3 numeric
@attribute LOCAL_RATIO_SELECT_ROW_4 numeric
@attribute LOCAL_RATIO_SELECT_ROW_5 numeric
@attribute LOCAL_RATIO_COLON_COL_0 numeric
@attribute LOCAL_RATIO_COLON_COL_1 numeric
@attribute LOCAL_RATIO_COLON_COL_2 numeric
@attribute LOCAL_RATIO_COLON_COL_3 numeric
@attribute LOCAL_RATIO_COLON_COL_4 numeric
@attribute LOCAL_RATIO_COLON_COL_5 numeric
@attribute LOCAL_RATIO_COLON_ROW_0 numeric
@attribute LOCAL_RATIO_COLON_ROW_1 numeric
@attribute LOCAL_RATIO_COLON_ROW_2 numeric
@attribute LOCAL_RATIO_COLON_ROW_3 numeric
@attribute LOCAL_RATIO_COLON_ROW_4 numeric
@attribute LOCAL_RATIO_COLON_ROW_5 numeric
@attribute LOCAL_RATIO_COMMA_COL_0 numeric
@attribute LOCAL_RATIO_COMMA_COL_1 numeric
@attribute LOCAL_RATIO_COMMA_COL_2 numeric
@attribute LOCAL_RATIO_COMMA_COL_3 numeric
@attribute LOCAL_RATIO_COMMA_COL_4 numeric
@attribute LOCAL_RATIO_COMMA_COL_5 numeric
@attribute LOCAL_RATIO_COMMA_ROW_0 numeric
@attribute LOCAL_RATIO_COMMA_ROW_1 numeric
@attribute LOCAL_RATIO_COMMA_ROW_2 numeric
@attribute LOCAL_RATIO_COMMA_ROW_3 numeric
@attribute LOCAL_RATIO_COMMA_ROW_4 numeric
@attribute LOCAL_RATIO_COMMA_ROW_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_0 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_2 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_3 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_0 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_2 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_3 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_5 numeric
@attribute LOCAL_RATIO_HEADER_COL_0 numeric
@attribute LOCAL_RATIO_HEADER_COL_1 numeric
@attribute LOCAL_RATIO_HEADER_COL_2 numeric
@attribute LOCAL_RATIO_HEADER_COL_3 numeric
@attribute LOCAL_RATIO_HEADER_COL_4 numeric
@attribute LOCAL_RATIO_HEADER_COL_5 numeric
@attribute LOCAL_RATIO_HEADER_ROW_0 numeric
@attribute LOCAL_RATIO_HEADER_ROW_1 numeric
@attribute LOCAL_RATIO_HEADER_ROW_2 numeric
@attribute LOCAL_RATIO_HEADER_ROW_3 numeric
@attribute LOCAL_RATIO_HEADER_ROW_4 numeric
@attribute LOCAL_RATIO_HEADER_ROW_5 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_0 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_2 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_3 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_0 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_2 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_3 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_5 numeric
@attribute CLASS {LAYOUT,RELATION,ENTITY,MATRIX,OTHER}

@data
1054,-2.75,13.711538,6.5,22.285714,0.275641,1.658312,7,0.699854,13.666667,5.681818,26.545455,26.545455,10.954545,4.318182,6.857143,13.142857,13.142857,13.142857,13,101,333.472222,0.489669,15.247934,15.247934,6.588843,0.489669,6.122449,81.55102,81.55102,81.55102,0,0,0.958333,0,0.954545,0.954545,0,0,0,0.428571,0.428571,0.428571,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916667,0.954545,0,0,0.954545,0.818182,0,0.571429,0.714286,0.714286,0,1,0.041667,0.045455,0.045455,0.045455,0.045455,0.045455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
1055,0,17.227273,5.5,3.142857,0.454545,2.598076,7,0.349927,31.25,4.333333,30.666667,30.666667,9.666667,4.333333,6.857143,16.714286,16.142857,16.142857,16.142857,101,1627.6875,0.222222,193.555556,193.555556,6.222222,0.222222,6.122449,231.346939,180.408163,180.408163,180.408163,0,0.75,0,0.666667,0.666667,0.333333,0,0,0.428571,0.571429,0.571429,0.571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.666667,0,0,0.666667,0.666667,0,0.714286,0.714286,0.714286,0.714286,1,0.25,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
1056,-1.625,17.48,6.25,14.285714,0.35,1.984313,7,0.699854,15.5,5.642857,31.428571,31.428571,8.214286,4.571429,6.857143,18,18,18,13,101,490.125,0.515306,43.244898,43.244898,5.454082,0.959184,6.122449,302.571429,302.571429,302.571429,0,0,0.9375,0,0.928571,0.928571,0,0,0,0.428571,0.428571,0.428571,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.928571,0,0,0.857143,0.714286,0,0.571429,0.714286,0.714286,0,1,0.0625,0.071429,0.071429,0.071429,0.071429,0.071429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
1060,-3.625,4.588235,6.375,12.75,0.127451,2.619041,8,1.47902,15.125,10.307692,1.25,1.25,1.083333,1,9.333333,2.625,2.75,2.75,16,75,296.484375,24.059172,0.6875,0.6875,0.076389,0,177.222222,7.984375,9.4375,9.4375,0,0,0.75,0.615385,0,0,0,0,0.166667,0.25,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,1,0,0.0625,0.076923,0,0,0,0,0,0,0,0,0,1,0.0625,0.153846,0,0,0.083333,0,0.333333,0.125,0.125,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0,0,RELATION
1061,1,8.5,2,4,0.625,0,2,0,10.25,6.75,6.75,6.75,10.25,6.75,11,10,6,6,6,7,25.6875,22.1875,22.1875,22.1875,25.6875,22.1875,9,81,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,0.5,RELATION
1063,-0.142857,6.412698,7,9,0.063492,0,7,0,26.333333,1,1,1,1,3,6.285714,3.571429,5.285714,5.285714,6.285714,7,163.111111,0,0,0,0,32,38.489796,19.959184,56.204082,56.204082,93.632653,127.714286,0.888889,0,0,0,0,0,0,0.285714,0.285714,0.285714,0.285714,0.285714,0,0,0,0,0,0,0,0.142857,0.142857,0.142857,0.142857,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.142857,0.142857,0.142857,0.142857,0,0,0,0,0,0.888889,0,0.285714,0.285714,0.285714,0.285714,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888889,0,0.142857,0.142857,0.142857,0.142857,0.142857,RELATION
1069,0.3125,28.2,1.5625,12.5,0.48,0.704339,2,1.5,26.857143,29.909091,29.909091,29.909091,26.857143,29.909091,16.5,12.5,52,52,47,0,782.408163,903.900826,903.900826,903.900826,782.408163,903.900826,20.25,42.25,1764,1764,0,0,0.142857,0.363636,0.363636,0.363636,0.142857,0.363636,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.363636,0.363636,0.363636,0.142857,0.363636,0,0,0.5,0.5,1,0,0.071429,0.636364,0.636364,0.636364,0.071429,0.636364,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
1071,-0.818182,13.787879,3,22,0.363636,0,3,0,13.363636,3.954545,3.954545,3.954545,3.954545,24.045455,6.333333,13.333333,13.666667,13.666667,13.666667,13.666667,2.140496,1.952479,1.952479,1.952479,1.952479,19.134298,4.222222,81.555556,80.888889,80.888889,80.888889,80.888889,0.954545,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954545,0,0,0,0,0.954545,0,0.666667,0.666667,0.666667,0.666667,0.666667,0.045455,0.045455,0.045455,0.045455,0.045455,0.045455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
1072,-0.818182,13.893939,3,22,0.363636,0,3,0,14.090909,3.545455,3.545455,3.545455,3.545455,24.045455,6.333333,13.333333,14.666667,14.666667,13.666667,13.666667,5.809917,1.338843,1.338843,1.338843,1.338843,19.134298,4.222222,81.555556,81.555556,81.555556,80.888889,80.888889,0.954545,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909091,0,0,0,0,0.954545,0,0.666667,0.666667,0.666667,0.666667,0.666667,0.045455,0.045455,0.045455,0.045455,0.045455,0.045455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
1073,-0.333333,13.333333,3,6,0.444444,0,3,0,15,3.5,3.5,3.5,3.5,21.5,6.333333,13.333333,13.666667,13.666667,16.333333,16.333333,20.333333,1.25,1.25,1.25,1.25,61.25,4.222222,81.555556,80.888889,80.888889,91.555556,91.555556,0.833333,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0.833333,0,0.666667,0.666667,0.666667,0.333333,0.666667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
1074,-0.846154,14.205128,3,26,0.358974,0,3,0,14.615385,3.807692,3.807692,3.807692,3.807692,24.192308,6.333333,14.666667,14.666667,14.666667,13.666667,13.666667,6.467456,1.77071,1.77071,1.77071,1.77071,16.309172,4.222222,81.555556,81.555556,81.555556,80.888889,80.888889,0.961538,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961538,0,0,0,0,0.961538,0,0.666667,0.666667,0.666667,0.666667,0.666667,0.038462,0.038462,0.038462,0.038462,0.038462,0.038462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
1075,0.333333,12.111111,3,3,0.555556,0,3,0,14.333333,4,4,4,4,18,6.333333,13.666667,13.666667,13.666667,13.666667,16.333333,24.888889,2,2,2,2,98,4.222222,80.888889,80.888889,80.888889,80.888889,91.555556,0.666667,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0.666667,0,0.666667,0.666667,0.666667,0.666667,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
1078,2.6,5.938776,4.454545,9.8,0.469388,1.157084,5,0.979796,12.272727,5.8,4.6,4.6,5.25,1,1.5,1,8.4,8.4,0,1.8,94.016529,5.76,5.04,5.04,3.9375,0,0.75,0,50.64,50.64,0,6.96,0,0.7,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636364,0,0.7,0.7,0,0.8,0,0,0.6,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.2,0.2,0,0.2,RELATION
1079,-1,4.4,3.333333,5,0.35,1.490712,4,0,6.8,4.2,3.4,3.4,3.4,3.2,9.75,3.25,3.5,3.5,2.5,0,15.36,40.96,14.64,14.64,14.64,15.36,37.6875,11.1875,18.75,18.75,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0,0.75,0.75,0.75,0.75,0,0.2,0.2,0.2,0.2,0.2,0.2,1,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0,0.75,0.75,0.75,0.75,0,RELATION
1082,2.75,13.238095,3.5,5.25,0,1.118034,4,0.433013,9.166667,1,41.4,41.4,41.4,2.2,24,13,11.75,11.75,12.5,13.5,48.472222,0,10.24,10.24,10.24,0.16,0,234,249.6875,249.6875,311.25,375.25,0.166667,0,1,1,1,0,1,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.25,0.25,0.25,0.25,0.25,0.833333,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0.25,0.5,0.5,0.5,0.5,RELATION
1083,-11.315789,2.839858,14.789474,18.733333,0.117438,0.893188,15,0.442217,13.894737,2,1.052632,1.052632,1.777778,1.333333,3.866667,3,2.733333,2.733333,2.666667,2.636364,7.462604,1.444444,0.049861,0.049861,0.839506,0.555556,13.448889,14,14.462222,14.462222,14.622222,3.867769,0.894737,0,0,0,0,0,0,0.133333,0.133333,0.133333,0.133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052632,0,0,0,0,0,0,0,0,0,0,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222,0.947368,0.947368,0.944444,0.944444,0,0.866667,0.866667,0.866667,0.866667,0.818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947368,0.947368,0.944444,0.944444,0,0.866667,0.866667,0.866667,0.866667,0.818182,RELATION
1084,1.666667,19.722222,6,3,0.222222,0,6,0,2.666667,16,26.333333,26.333333,6.333333,61,10,25.333333,25.333333,25.333333,25.333333,23.833333,5.555556,2,117.555556,117.555556,0.888889,1152,20.666667,817.555556,817.555556,817.555556,817.555556,874.805556,0.333333,1,1,1,0.333333,0.333333,1,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0.666667,0.666667,0.666667,0,0.666667,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0.666667,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,RELATION
1091,5,6.731707,2.928571,13.666667,0.365854,0.257539,3,0.471405,11.928571,5,5,5,5,3,17.5,6.666667,3.333333,3.333333,6.333333,7,14.923469,52,52,52,52,0,182.25,26.888889,0.222222,0.222222,22.222222,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928571,0.928571,0.928571,0.928571,1,0,0.666667,0.666667,0.666667,0.666667,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
1092,3,13.163636,5,11,0.636364,0,5,0,19.454545,7.272727,11.090909,11.090909,5.818182,22.181818,5.2,16.6,12.4,12.4,15.8,17.8,52.61157,2.561983,5.173554,5.173554,0.330579,141.785124,0.56,113.04,41.04,41.04,102.16,228.56,0.909091,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818182,0,0.2,0.2,0.2,0.2,0.2,0.454545,0,0.909091,0.909091,0.909091,0,0,0.4,0.4,0.4,0.6,0.4,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
1097,3.333333,6.833333,3,4,0.25,0,3,0,6.25,2.75,2.75,2.75,2.75,11.5,7,6,8.666667,8.666667,8.666667,5.666667,8.6875,0.1875,0.1875,0.1875,0.1875,2.25,18.666667,18,16.222222,16.222222,16.222222,8.222222,1,0,0,0,0,1,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,1,0.333333,0.333333,0.333333,0.333333,0.333333,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0.333333,RELATION
1102,6.222222,11.854839,8.857143,13.777778,0.314516,0.515079,9,0.41574,0,31.642857,10.428571,10.428571,17.769231,5.5,0.714286,5.333333,13.333333,13.333333,13.333333,10.666667,0,455.515306,8.959184,8.959184,18.177515,2.392857,3.061224,9.111111,71.777778,71.777778,71.777778,38.888889,0,0.071429,0.071429,0.071429,0.923077,0.071429,0,0.666667,0.333333,0.333333,0.333333,0.333333,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0.111111,0.857143,0,0,0,0.923077,0,0,0,0.222222,0.222222,0.222222,0.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357143,0.857143,0.857143,0,0.857143,0,0,0.555556,0.555556,0.555556,0.444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RELATION
1103,6.571429,7.75,7,8,0.125,0,7,0,1,16.25,16.375,16.375,2.875,8.75,5,7.428571,8.857143,8.857143,7.571429,8.714286,0,24.6875,10.734375,10.734375,5.359375,3.4375,6.285714,44.244898,51.836735,51.836735,35.959184,43.632653,0,1,1,1,0.125,0.125,0.857143,0.285714,0.285714,0.285714,0.285714,0.285714,0,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.875,0,0,0,0.142857,0.142857,0.142857,0.142857,0.142857,0.875,0,0,0,0.875,0.875,0,0.571429,0.571429,0.571429,0.571429,0.571429,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0.875,0,0,0.428571,0.428571,0.428571,0.428571,0.428571,RELATION
1104,1.571429,8.47619,7,3,0.095238,0,7,0,1,22,14,14,4.333333,8,5,12.285714,12.285714,12.285714,12.285714,8.142857,0,332.666667,18,18,10.888889,8,6.285714,228.489796,228.489796,228.489796,228.489796,36.979592,0,1,1,1,0.333333,0.333333,0.857143,0.285714,0.285714,0.285714,0.285714,0.285714,0,0,0.333333,0.333333,0,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0.666667,0,0,0,0.142857,0.142857,0.142857,0.142857,0.142857,0.666667,0,0,0,0.666667,0.666667,0,0.571429,0.571429,0.571429,0.571429,0.571429,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0.666667,0,0,0.428571,0.428571,0.428571,0.428571,0.428571,RELATION
